summary-marketing-airlines,itemAirport,itemAirport 2,summary-luggage-unit,summary-transit,money-int,zaman
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,7281,470
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,745,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,7842,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,8045,75
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,8045,80
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,8233,85
Vueling Airlines,LHR,ORY,1x25 kg,Direkt Uçuş,8391,95
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,8445,85
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,8498,75
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,8498,80
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,255
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,350
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,420
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,715
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,785
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,1070
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,1435
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,8715,410
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,9154,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,9154,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,9154,149
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,9154,149
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,944,545
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,9665,655
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,9668,75
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,9668,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,9668,80
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,9817,90
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,9836,375
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,9935,675
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,9935,795
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,410
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,535
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,590
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,605
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,1255
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,9963,265
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,9963,600
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,10063,250
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,10063,375
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,10205,900
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,10299,350
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,140
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,140
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,144
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,144
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,151
Iberia,LGW,BCN,1x23 kg,1 Aktarma,1055,335
Iberia,LGW,BCN,1x23 kg,1 Aktarma,11396,305
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,11591,350
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1165
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1365
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,320
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,365
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,380
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,425
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,440
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,485
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,500
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,545
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,151
TAP Portugal,LHR,LIS,El çantası,1 Aktarma,11715,755
Tunisair,LGW,TUN,El çantası,1 Aktarma,1173,410
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,11808,375
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,11821,80
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,11925,385
Norwegian Air Shuttle,LGW,BGO,El çantası,1 Aktarma,12187,615
Eurowings,LHR,HAM,El çantası,1 Aktarma,12328,270
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,12466,605
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,1304,80
Eurowings,LHR,HAM,1x23 kg,1 Aktarma,13084,635
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,13571,325
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,13571,375
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,14052,285
Aer Lingus,LHR,DUB,1x20 kg,1 Aktarma,14125,345
Eurowings,LHR,HAM,1x23 kg,1 Aktarma,14528,270
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,15258,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15655,265
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,15806,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15966,300
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,16993,710
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,17413,775
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18193,275
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18386,365
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,19091,605
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,2175,450
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21811,260
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,23742,260
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,26013,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,26674,80
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,27948,95
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,75
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,4199,85
easyJet,LTN,CDG,El çantası,Direkt Uçuş,4734,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,4895,80
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,4958,75
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5109,75
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5163,75
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5163,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5237,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,529,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5559,75
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5612,80
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,6054,85
easyJet,LGW,CDG,El çantası,Direkt Uçuş,611,80
Vueling Airlines,LHR,ORY,El çantası,Direkt Uçuş,6124,95
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,6177,80
Eurowings,LHR,HAM,El çantası,1 Aktarma,6217,270
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,6465,85
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,6871,85
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,7547,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,7547,80
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,350
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,420
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,535
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,605
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,1070
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,1255
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,7761,75
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,7815,75
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,7976,80
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,803,80
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,8083,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8191,75
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,8405,80
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,8412,470
Eurowings,LHR,HAM,1x23 kg,1 Aktarma,8487,270
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,8498,75
British Airways,LHR,ORY,1x23 kg,Direkt Uçuş,8521,95
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,255
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,8684,260
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8727,80
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,8865,85
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,899,860
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,905,85
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,9154,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,9154,145
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,926,775
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,9296,600
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,98,690
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,9817,85
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,995,410
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,143
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,143
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,10475,930
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,10816,75
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,10816,80
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,10816,80
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,10855,95
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,11065,1205
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,260
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,320
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,335
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,375
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,380
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,465
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,600
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,650
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,1340
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,1151,310
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,1151,700
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1365
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1390
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1420
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1445
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,325
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,615
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,665
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,140
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,140
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,11676,149
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,11676,149
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,11705,85
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,1178,535
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,1178,625
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,11821,80
Vueling Airlines,LHR,ORY,1x25 kg,Direkt Uçuş,11859,95
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,12437,460
KM Malta Airlines,LHR,MLA,El çantası,1 Aktarma,12437,1270
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,12466,285
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,12574,75
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,141
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,142
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,145
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,146
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,12892,151
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,12892,151
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,1304,80
Swiss,LHR,ZRH,1x23 kg,1 Aktarma,13277,710
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,1349,785
Swiss,LCY,ZRH,1x23 kg,1 Aktarma,13608,255
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,13784,390
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,1382,1165
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,1382,1190
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,245
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,265
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,315
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,365
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,375
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,385
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,425
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,435
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,485
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,13882,505
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,14052,250
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,14052,350
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,14052,385
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,14052,825
Luxair,LCY,LUX,1x23 kg,1 Aktarma,14086,1420
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,15258,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,15655,690
KLM Royal Dutch Airlines,LCY,AMS,1x23 kg,1 Aktarma,1602,285
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,16155,310
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,16302,220
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,16302,285
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,16302,375
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18193,775
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,18303,80
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,18524,645
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,18541,380
Luxair,LCY,LUX,1x23 kg,1 Aktarma,18568,400
Norwegian Air International,LGW,CPH,El çantası,1 Aktarma,19244,620
British Airways,LHR,CDG,Kabin bagajı,Direkt Uçuş,20984,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21419,700
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,2175,715
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21811,325
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,21811,350
Norwegian Air Shuttle,LGW,OSL,El çantası,1 Aktarma,21848,590
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25544,270
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25812,325
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25812,450
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,25875,220
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,25875,825
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25984,260
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,25984,375
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,27398,95
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,27927,260
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,28441,450
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28557,365
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28718,265
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28718,270
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,28718,275
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,75
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
British Airways,LHR,CDG,1x23 kg,Direkt Uçuş,34979,80
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,38952,325
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,38952,375
Vueling Airlines,LGW,ORY,El çantası,Direkt Uçuş,3444,85
Vueling Airlines,LHR,ORY,El çantası,Direkt Uçuş,5009,95
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5109,75
easyJet,LTN,CDG,El çantası,Direkt Uçuş,5163,80
easyJet,LGW,CDG,El çantası,Direkt Uçuş,5398,80
British Airways,LGW,ORY,1x23 kg,Direkt Uçuş,5969,85
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,5989,690
Iberia,LGW,ORY,1x23 kg,Direkt Uçuş,5995,85
easyJet,LGW,CDG,El çantası,Direkt Uçuş,6398,80
easyJet,LTN,CDG,El çantası,Direkt Uçuş,6452,80
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,6948,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,6948,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,6948,141
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,6948,141
British Airways,LHR,ORY,1x23 kg,Direkt Uçuş,7357,95
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,745,75
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,7455,780
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,7455,850
Iberia,LHR,ORY,1x23 kg,Direkt Uçuş,749,95
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,360
ITA - Italia Trasporto Aereo,LCY,LIN,El çantası,1 Aktarma,7553,475
Scandinavian Airlines,LHR,CPH,1x23 kg,1 Aktarma,7633,325
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,7887,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,7887,138
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,7923,80
ITA - Italia Trasporto Aereo,LGW,FCO,El çantası,1 Aktarma,7926,635
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8003,75
Iberia,LGW,BCN,1x23 kg,1 Aktarma,8083,640
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,813,930
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,8271,80
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,8412,340
ITA - Italia Trasporto Aereo,LCY,FCO,El çantası,1 Aktarma,8412,720
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,8928,80
Vueling Airlines,LGW,ORY,1x25 kg,Direkt Uçuş,9077,85
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,908,440
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,908,675
easyJet,LTN,CDG,1x23 kg,Direkt Uçuş,9206,80
easyJet,LGW,CDG,1x23 kg,Direkt Uçuş,9287,80
Vueling Airlines,LHR,BCN,El çantası,1 Aktarma,9305,320
Iberia,LGW,BCN,1x23 kg,1 Aktarma,972,630
Iberia,LGW,BCN,1x23 kg,1 Aktarma,972,695
Tunisair,LGW,TUN,El çantası,1 Aktarma,9895,875
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,9963,830
Iberia,LHR,BCN,1x23 kg,1 Aktarma,10139,690
KM Malta Airlines,LGW,MLA,El çantası,1 Aktarma,10182,430
Luxair,LCY,LUX,1x23 kg,1 Aktarma,10241,1440
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,10299,250
KLM Royal Dutch Airlines,LCY,AMS,Kabin bagajı,1 Aktarma,10299,270
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,3x30 kg,Direkt Uçuş,1046,138
Eurostar,QQS,XPG,2x23 kg,Direkt Uçuş,1046,138
Vueling Airlines,LHR,ORY,1x25 kg,Direkt Uçuş,10678,95
Air France,LHR,CDG,Kabin bagajı,Direkt Uçuş,10816,80
KLM Royal Dutch Airlines,LHR,AMS,1x23 kg,1 Aktarma,10877,350
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,260
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,315
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,380
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,465
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,590
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,600
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,660
Air France,LHR,NCE,Kabin bagajı,1 Aktarma,11273,715
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,11591,325
KLM Royal Dutch Airlines,LHR,AMS,Kabin bagajı,1 Aktarma,11591,375
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1165
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1215
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1365
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1415
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1420
Brussels Airlines,LHR,BRU,1x23 kg,1 Aktarma,11614,1470
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,265
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,325
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,380
Lufthansa,LHR,FRA,1x23 kg,1 Aktarma,11675,440
